id,trainNumber,ocpRef,name,trackRef,track,ref,name.1,dir,arrival,departure,minimalTime,ocpType,ref.1,code,stopPostRef,Unnamed: 16,Unnamed: 17,Train 1 Number,Train 2 Number,Train 1 Station,Train 2 Station,Conflict Track,Train 1 Time,Train 2 Time,Train 1 Row,Train 2 Row,Conflict Direction,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31
tp_1_1100_D10_2025_241,1116,nON_ClaJct,Clarkson Park,,,stON_OakSub_0_ON_ClaJct_2,T3,down,,09:31:12,,pass,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_241,1116,nON_ClaSt,Clarkson Station,st_ON_ClaSt_3,T3,stON_OakSub_0_ON_ClaSt_2,T3,down,09:32:24,09:33:24,PT1M,stop,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_241,1116,nON_RenJct,Renshaw Ct,,,stON_OakSub_0_ON_RenJct_2,T3,down,,09:37:48,,pass,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_241,1116,nON_PcrSt,Port Credit Station,st_ON_PcrSt_3,T3,stON_OakSub_0_ON_PcrSt_2,T3,down,09:38:54,09:39:54,PT1M,stop,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_241,1116,nON_LbrSt,Long Branch Station,st_ON_LbrSt_3,T3,stON_OakSub_0_ON_LbrSt_3,T4,down,09:45:12,09:46:12,PT1M,stop,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_241,1116,nON_LpwJct,Laburnham Park Junction West,,,stON_OakSub_0_ON_LpwJct_3,T4,down,,09:49:00,,pass,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_241,1116,nON_LbpJct,Laburnham Park Junction,,,stON_OakSub_0_ON_LbpJct_3,T4,down,,09:49:12,,pass,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_241,1116,nON_KipAv,Kipling Avenue,,,stON_OakSub_0_ON_KipAv_3,T4,down,,09:49:36,,pass,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_241,1116,nON_MimSt,Mimico Station,st_ON_MimSt_5,T4,stON_OakSub_0_ON_MimSt_3,T4,down,09:51:42,09:52:42,PT1M,stop,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_241,1116,nON_PalSt,Park Lawn Station,st_ON_PalSt_4,T4,stON_OakSub_0_ON_PalSt_3,T4,down,,09:54:42,,pass,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_241,1116,nON_ExhSt,Exhibition Station,st_ON_ExhSt_4,T4,stON_OakSub_0_ON_ExhSt_4,T4,down,09:58:48,09:59:48,PT1M,stop,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_241,1116,nON_StrAve,Strachan Avenue,st_ON_StrAve_6,T4,stON_OakSub_0_ON_StrAve_5,T4,down,,10:01:18,,pass,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_241,1116,nON_BthItl,Bathurst St. Interlocking,,,stON_OakSub_0_ON_BthItl_1,D2,down,,10:02:06,,pass,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_241,1116,nON_UniSt,Union Station,st_ON_UniSt_7,7,,,,10:05:54,,PT1M,stop,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_243,1118,nON_BurSt,Burlington Station,st_ON_BurSt_3,T3,stON_OakSub_0_ON_BurSt_1,T2,down,,09:36:36,PT1M,stop,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_243,1118,nON_DfsJct,Dynes Fairview Street,,,stON_OakSub_0_ON_DfsJct_2,T3,down,,09:39:06,,pass,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_243,1118,nON_WalkLnYd,Walkers Line Layover,st_ON_WalkLnYd_1,T3,stON_OakSub_0_ON_WalkLnYd_2,T3,down,,09:41:12,,pass,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_243,1118,nON_AppSt,Appleby Station,st_ON_AppSt_3,T3,stON_OakSub_0_ON_AppSt_2,T3,down,09:42:18,09:43:18,PT1M,stop,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_243,1118,nON_OvbJct,Oakville Burloak Dr,,,stON_OakSub_0_ON_OvbJct_2,T3,down,,09:45:36,,pass,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_243,1118,18,Freight Customer O-18,,,stON_OakSub_0_O-18_2,T3,down,,09:46:00,,pass,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_243,1118,10,Freight Customer O-10,,,stON_OakSub_0_O-10_2,T3,down,,09:46:18,,pass,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_243,1118,11_12,Freight Customer O-11&O-12,,,stON_OakSub_0_O-11_12_2,T3,down,,09:46:54,,pass,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_243,1118,nON_BroSt,Bronte Station,st_ON_BroSt_1,T3,stON_OakSub_0_ON_BroSt_2,T3,down,09:48:30,09:49:30,PT1M,stop,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_243,1118,nON_OvkJct,Oakville Kerr Street,,,stON_OakSub_0_ON_OvkJct_2,T3,down,,09:53:54,,pass,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_243,1118,nON_OvlSt,Oakville Station,st_ON_OvlSt_3,T3,stON_OakSub_0_ON_OvlSt_2,T3,down,09:54:48,09:55:48,PT1M,stop,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_243,1118,nON_OvcJct,Oakville Chartwell Road,,,stON_OakSub_0_ON_OvcJct_2,T3,down,,09:57:54,,pass,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_243,1118,nON_ChaJct,Charnwood Co,st_ON_ChaJct_3,T3,stON_OakSub_0_ON_ChaJct_2,T3,down,,10:00:00,,pass,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_243,1118,nON_ClvLp,Clearview Loop,st_ON_ClvLp_4,4,stON_OakSub_0_ON_ClvLp_2,T3,down,,10:00:36,,pass,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_243,1118,nON_ClaJct,Clarkson Park,,,stON_OakSub_0_ON_ClaJct_2,T3,down,,10:01:12,,pass,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_243,1118,nON_ClaSt,Clarkson Station,st_ON_ClaSt_3,T3,stON_OakSub_0_ON_ClaSt_2,T3,down,10:02:24,10:03:24,PT1M,stop,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_243,1118,nON_RenJct,Renshaw Ct,,,stON_OakSub_0_ON_RenJct_2,T3,down,,10:07:48,,pass,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_243,1118,nON_PcrSt,Port Credit Station,st_ON_PcrSt_3,T3,stON_OakSub_0_ON_PcrSt_2,T3,down,10:08:54,10:09:54,PT1M,stop,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_243,1118,nON_LbrSt,Long Branch Station,st_ON_LbrSt_3,T3,stON_OakSub_0_ON_LbrSt_3,T4,down,10:15:12,10:16:12,PT1M,stop,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_243,1118,nON_LpwJct,Laburnham Park Junction West,,,stON_OakSub_0_ON_LpwJct_3,T4,down,,10:19:00,,pass,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_243,1118,nON_LbpJct,Laburnham Park Junction,,,stON_OakSub_0_ON_LbpJct_3,T4,down,,10:19:12,,pass,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_243,1118,nON_KipAv,Kipling Avenue,,,stON_OakSub_0_ON_KipAv_3,T4,down,,10:19:36,,pass,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_243,1118,nON_MimSt,Mimico Station,st_ON_MimSt_5,T4,stON_OakSub_0_ON_MimSt_3,T4,down,10:21:42,10:22:42,PT1M,stop,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_243,1118,nON_PalSt,Park Lawn Station,st_ON_PalSt_4,T4,stON_OakSub_0_ON_PalSt_3,T4,down,,10:24:42,,pass,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_243,1118,nON_ExhSt,Exhibition Station,st_ON_ExhSt_4,T4,stON_OakSub_0_ON_ExhSt_4,T4,down,10:28:48,10:29:48,PT1M,stop,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_243,1118,nON_StrAve,Strachan Avenue,st_ON_StrAve_6,T4,stON_OakSub_0_ON_StrAve_5,T4,down,,10:31:18,,pass,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_243,1118,nON_BthItl,Bathurst St. Interlocking,,,stON_OakSub_0_ON_BthItl_1,D2,down,,10:32:06,,pass,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_243,1118,nON_UniSt,Union Station,st_ON_UniSt_7,7,,,,10:35:54,,PT1M,stop,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_245,1120,nON_BurSt,Burlington Station,st_ON_BurSt_3,T3,stON_OakSub_0_ON_BurSt_1,T2,down,,10:06:36,PT1M,stop,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_245,1120,nON_DfsJct,Dynes Fairview Street,,,stON_OakSub_0_ON_DfsJct_2,T3,down,,10:09:06,,pass,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_245,1120,nON_WalkLnYd,Walkers Line Layover,st_ON_WalkLnYd_1,T3,stON_OakSub_0_ON_WalkLnYd_2,T3,down,,10:11:12,,pass,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_245,1120,nON_AppSt,Appleby Station,st_ON_AppSt_3,T3,stON_OakSub_0_ON_AppSt_2,T3,down,10:12:18,10:13:18,PT1M,stop,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_245,1120,nON_OvbJct,Oakville Burloak Dr,,,stON_OakSub_0_ON_OvbJct_2,T3,down,,10:15:36,,pass,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_245,1120,18,Freight Customer O-18,,,stON_OakSub_0_O-18_2,T3,down,,10:16:00,,pass,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_245,1120,10,Freight Customer O-10,,,stON_OakSub_0_O-10_2,T3,down,,10:16:18,,pass,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_245,1120,11_12,Freight Customer O-11&O-12,,,stON_OakSub_0_O-11_12_2,T3,down,,10:16:54,,pass,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_245,1120,nON_BroSt,Bronte Station,st_ON_BroSt_1,T3,stON_OakSub_0_ON_BroSt_2,T3,down,10:18:30,10:19:30,PT1M,stop,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_245,1120,nON_OvkJct,Oakville Kerr Street,,,stON_OakSub_0_ON_OvkJct_2,T3,down,,10:23:54,,pass,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_245,1120,nON_OvlSt,Oakville Station,st_ON_OvlSt_3,T3,stON_OakSub_0_ON_OvlSt_2,T3,down,10:24:48,10:25:48,PT1M,stop,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_245,1120,nON_OvcJct,Oakville Chartwell Road,,,stON_OakSub_0_ON_OvcJct_2,T3,down,,10:27:54,,pass,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_245,1120,nON_ChaJct,Charnwood Co,st_ON_ChaJct_3,T3,stON_OakSub_0_ON_ChaJct_2,T3,down,,10:30:00,,pass,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_245,1120,nON_ClvLp,Clearview Loop,st_ON_ClvLp_4,4,stON_OakSub_0_ON_ClvLp_2,T3,down,,10:30:36,,pass,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_245,1120,nON_ClaJct,Clarkson Park,,,stON_OakSub_0_ON_ClaJct_2,T3,down,,10:31:12,,pass,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_245,1120,nON_ClaSt,Clarkson Station,st_ON_ClaSt_3,T3,stON_OakSub_0_ON_ClaSt_2,T3,down,10:32:24,10:33:24,PT1M,stop,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_245,1120,nON_RenJct,Renshaw Ct,,,stON_OakSub_0_ON_RenJct_2,T3,down,,10:37:48,,pass,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_245,1120,nON_PcrSt,Port Credit Station,st_ON_PcrSt_3,T3,stON_OakSub_0_ON_PcrSt_2,T3,down,10:38:54,10:39:54,PT1M,stop,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_245,1120,nON_LbrSt,Long Branch Station,st_ON_LbrSt_3,T3,stON_OakSub_0_ON_LbrSt_3,T4,down,10:45:12,10:46:12,PT1M,stop,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_245,1120,nON_LpwJct,Laburnham Park Junction West,,,stON_OakSub_0_ON_LpwJct_3,T4,down,,10:49:00,,pass,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_245,1120,nON_LbpJct,Laburnham Park Junction,,,stON_OakSub_0_ON_LbpJct_3,T4,down,,10:49:12,,pass,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_245,1120,nON_KipAv,Kipling Avenue,,,stON_OakSub_0_ON_KipAv_3,T4,down,,10:49:36,,pass,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_245,1120,nON_MimSt,Mimico Station,st_ON_MimSt_5,T4,stON_OakSub_0_ON_MimSt_3,T4,down,10:51:42,10:52:42,PT1M,stop,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_245,1120,nON_PalSt,Park Lawn Station,st_ON_PalSt_4,T4,stON_OakSub_0_ON_PalSt_3,T4,down,,10:54:42,,pass,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_245,1120,nON_ExhSt,Exhibition Station,st_ON_ExhSt_4,T4,stON_OakSub_0_ON_ExhSt_4,T4,down,10:58:48,10:59:48,PT1M,stop,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_245,1120,nON_StrAve,Strachan Avenue,st_ON_StrAve_6,T4,stON_OakSub_0_ON_StrAve_5,T4,down,,11:01:18,,pass,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_245,1120,nON_BthItl,Bathurst St. Interlocking,,,stON_OakSub_0_ON_BthItl_1,D2,down,,11:02:06,,pass,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_245,1120,nON_UniSt,Union Station,st_ON_UniSt_7,7,,,,11:05:54,,PT1M,stop,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_247,1122,nON_BurSt,Burlington Station,st_ON_BurSt_3,T3,stON_OakSub_0_ON_BurSt_1,T2,down,,10:36:36,PT1M,stop,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_247,1122,nON_DfsJct,Dynes Fairview Street,,,stON_OakSub_0_ON_DfsJct_2,T3,down,,10:39:06,,pass,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_247,1122,nON_WalkLnYd,Walkers Line Layover,st_ON_WalkLnYd_1,T3,stON_OakSub_0_ON_WalkLnYd_2,T3,down,,10:41:12,,pass,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_247,1122,nON_AppSt,Appleby Station,st_ON_AppSt_3,T3,stON_OakSub_0_ON_AppSt_2,T3,down,10:42:18,10:43:18,PT1M,stop,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_247,1122,nON_OvbJct,Oakville Burloak Dr,,,stON_OakSub_0_ON_OvbJct_2,T3,down,,10:45:36,,pass,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_247,1122,18,Freight Customer O-18,,,stON_OakSub_0_O-18_2,T3,down,,10:46:00,,pass,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_247,1122,10,Freight Customer O-10,,,stON_OakSub_0_O-10_2,T3,down,,10:46:18,,pass,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_247,1122,11_12,Freight Customer O-11&O-12,,,stON_OakSub_0_O-11_12_2,T3,down,,10:46:54,,pass,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_247,1122,nON_BroSt,Bronte Station,st_ON_BroSt_1,T3,stON_OakSub_0_ON_BroSt_2,T3,down,10:48:30,10:49:30,PT1M,stop,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_247,1122,nON_OvkJct,Oakville Kerr Street,,,stON_OakSub_0_ON_OvkJct_2,T3,down,,10:53:54,,pass,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_247,1122,nON_OvlSt,Oakville Station,st_ON_OvlSt_3,T3,stON_OakSub_0_ON_OvlSt_2,T3,down,10:54:48,10:55:48,PT1M,stop,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_247,1122,nON_OvcJct,Oakville Chartwell Road,,,stON_OakSub_0_ON_OvcJct_2,T3,down,,10:57:54,,pass,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_247,1122,nON_ChaJct,Charnwood Co,st_ON_ChaJct_3,T3,stON_OakSub_0_ON_ChaJct_2,T3,down,,11:00:00,,pass,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_247,1122,nON_ClvLp,Clearview Loop,st_ON_ClvLp_4,4,stON_OakSub_0_ON_ClvLp_2,T3,down,,11:00:36,,pass,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_247,1122,nON_ClaJct,Clarkson Park,,,stON_OakSub_0_ON_ClaJct_2,T3,down,,11:01:12,,pass,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_247,1122,nON_ClaSt,Clarkson Station,st_ON_ClaSt_3,T3,stON_OakSub_0_ON_ClaSt_2,T3,down,11:02:24,11:03:24,PT1M,stop,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_247,1122,nON_RenJct,Renshaw Ct,,,stON_OakSub_0_ON_RenJct_2,T3,down,,11:07:48,,pass,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_247,1122,nON_PcrSt,Port Credit Station,st_ON_PcrSt_3,T3,stON_OakSub_0_ON_PcrSt_2,T3,down,11:08:54,11:09:54,PT1M,stop,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_247,1122,nON_LbrSt,Long Branch Station,st_ON_LbrSt_3,T3,stON_OakSub_0_ON_LbrSt_3,T4,down,11:15:12,11:16:12,PT1M,stop,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_247,1122,nON_LpwJct,Laburnham Park Junction West,,,stON_OakSub_0_ON_LpwJct_3,T4,down,,11:19:00,,pass,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_247,1122,nON_LbpJct,Laburnham Park Junction,,,stON_OakSub_0_ON_LbpJct_3,T4,down,,11:19:12,,pass,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_247,1122,nON_KipAv,Kipling Avenue,,,stON_OakSub_0_ON_KipAv_3,T4,down,,11:19:36,,pass,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_247,1122,nON_MimSt,Mimico Station,st_ON_MimSt_5,T4,stON_OakSub_0_ON_MimSt_3,T4,down,11:21:42,11:22:42,PT1M,stop,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_247,1122,nON_PalSt,Park Lawn Station,st_ON_PalSt_4,T4,stON_OakSub_0_ON_PalSt_3,T4,down,,11:24:42,,pass,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_247,1122,nON_ExhSt,Exhibition Station,st_ON_ExhSt_4,T4,stON_OakSub_0_ON_ExhSt_4,T4,down,11:28:48,11:29:48,PT1M,stop,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_247,1122,nON_StrAve,Strachan Avenue,st_ON_StrAve_6,T4,stON_OakSub_0_ON_StrAve_5,T4,down,,11:31:18,,pass,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_247,1122,nON_BthItl,Bathurst St. Interlocking,,,stON_OakSub_0_ON_BthItl_1,D2,down,,11:32:06,,pass,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_247,1122,nON_UniSt,Union Station,st_ON_UniSt_7,7,,,,11:35:54,,PT1M,stop,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_249,1124,nON_BurSt,Burlington Station,st_ON_BurSt_3,T3,stON_OakSub_0_ON_BurSt_1,T2,down,,11:06:36,PT1M,stop,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_249,1124,nON_DfsJct,Dynes Fairview Street,,,stON_OakSub_0_ON_DfsJct_2,T3,down,,11:09:06,,pass,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_249,1124,nON_WalkLnYd,Walkers Line Layover,st_ON_WalkLnYd_1,T3,stON_OakSub_0_ON_WalkLnYd_2,T3,down,,11:11:12,,pass,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_249,1124,nON_AppSt,Appleby Station,st_ON_AppSt_3,T3,stON_OakSub_0_ON_AppSt_2,T3,down,11:12:18,11:13:18,PT1M,stop,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_249,1124,nON_OvbJct,Oakville Burloak Dr,,,stON_OakSub_0_ON_OvbJct_2,T3,down,,11:15:36,,pass,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_249,1124,18,Freight Customer O-18,,,stON_OakSub_0_O-18_2,T3,down,,11:16:00,,pass,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_249,1124,10,Freight Customer O-10,,,stON_OakSub_0_O-10_2,T3,down,,11:16:18,,pass,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_249,1124,11_12,Freight Customer O-11&O-12,,,stON_OakSub_0_O-11_12_2,T3,down,,11:16:54,,pass,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_249,1124,nON_BroSt,Bronte Station,st_ON_BroSt_1,T3,stON_OakSub_0_ON_BroSt_2,T3,down,11:18:30,11:19:30,PT1M,stop,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_249,1124,nON_OvkJct,Oakville Kerr Street,,,stON_OakSub_0_ON_OvkJct_2,T3,down,,11:23:54,,pass,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_249,1124,nON_OvlSt,Oakville Station,st_ON_OvlSt_3,T3,stON_OakSub_0_ON_OvlSt_2,T3,down,11:24:48,11:25:48,PT1M,stop,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_249,1124,nON_OvcJct,Oakville Chartwell Road,,,stON_OakSub_0_ON_OvcJct_2,T3,down,,11:27:54,,pass,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_249,1124,nON_ChaJct,Charnwood Co,st_ON_ChaJct_3,T3,stON_OakSub_0_ON_ChaJct_2,T3,down,,11:30:00,,pass,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_249,1124,nON_ClvLp,Clearview Loop,st_ON_ClvLp_4,4,stON_OakSub_0_ON_ClvLp_2,T3,down,,11:30:36,,pass,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_249,1124,nON_ClaJct,Clarkson Park,,,stON_OakSub_0_ON_ClaJct_2,T3,down,,11:31:12,,pass,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_249,1124,nON_ClaSt,Clarkson Station,st_ON_ClaSt_3,T3,stON_OakSub_0_ON_ClaSt_2,T3,down,11:32:24,11:33:24,PT1M,stop,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_249,1124,nON_RenJct,Renshaw Ct,,,stON_OakSub_0_ON_RenJct_2,T3,down,,11:37:48,,pass,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_249,1124,nON_PcrSt,Port Credit Station,st_ON_PcrSt_3,T3,stON_OakSub_0_ON_PcrSt_2,T3,down,11:38:54,11:39:54,PT1M,stop,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_249,1124,nON_LbrSt,Long Branch Station,st_ON_LbrSt_3,T3,stON_OakSub_0_ON_LbrSt_3,T4,down,11:45:12,11:46:12,PT1M,stop,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_249,1124,nON_LpwJct,Laburnham Park Junction West,,,stON_OakSub_0_ON_LpwJct_3,T4,down,,11:49:00,,pass,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_249,1124,nON_LbpJct,Laburnham Park Junction,,,stON_OakSub_0_ON_LbpJct_3,T4,down,,11:49:12,,pass,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_249,1124,nON_KipAv,Kipling Avenue,,,stON_OakSub_0_ON_KipAv_3,T4,down,,11:49:36,,pass,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_249,1124,nON_MimSt,Mimico Station,st_ON_MimSt_5,T4,stON_OakSub_0_ON_MimSt_3,T4,down,11:51:42,11:52:42,PT1M,stop,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_249,1124,nON_PalSt,Park Lawn Station,st_ON_PalSt_4,T4,stON_OakSub_0_ON_PalSt_3,T4,down,,11:54:42,,pass,ou_2_4,1D10,,,,,,,,,,,,,,,,,
tp_1_1100_D10_2025_249,1124,nON_ExhSt,Exhibition Station,st_ON_ExhSt_4,T4,stON_OakSub_0_ON_ExhSt_4,T4,down,11:58:48,11:59:48,PT1M,stop,ou_2_4,1D10,,,,,,,,,,,,,,,,,
